,rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate,hour_angle_at_19,hour_angle_at_22,alt_at_19,alt_at_22,az_at_19,az_at_22
3102,3103,3686.01,3686,13533330,13533330.01,1,PC,02h27m36.14s,36.900563,,,+59d57m09.8s,59.952721,,,-13.858,0.063,-0.063,0.0,1.0,-3.451,0.073,-0.073,0.0,1.0,2459884.347,0.000556,-0.000556,0,1,5.0778064,0.0001727,-0.0001727,0,1,3.6413963,0.0444983,-0.0444983,0,1,14469.3182,169.63617,-169.63617,0,1,14.9343184,0.9164556,-0.9164556,0,1,340.2177584,,,,,1095.365339,,,,,11.2381,0.006,-0.006,0,1,255.803,2.09,-2.09,0,1,5262.0,159.8,-159.8,0,1,4.2,0.09,-0.09,0,1,1.24347,0.0743216,-0.0743216,0,1,2021/6/23 15:17,2024/9/10 10:08,248.099437,293.099437,20.090627057047428,41.102849878025715,24.997941489939745,32.31736875618136
3116,3117,3699.01,3699,266401846,266401846.0,1,PC,04h03m44.98s,60.937413,,,+50d14m10.34s,50.236205,,,2.378,0.046,-0.046,0.0,1.0,-3.838,0.036,-0.036,0.0,1.0,2459912.279,0.001858,-0.001858,0,1,3.0423931,0.000383,-0.000383,0,1,2.7491505,0.1361716,-0.1361716,0,1,10703.72462,467.70886,-467.70886,0,1,18.1780385,1.0154984,-1.0154984,0,1,2668.918327,,,,,1833.1735,,,,,12.7775,0.027,-0.027,0,1,770.947,15.8075,-15.8075,0,1,7046.0,223.5,-223.5,0,1,4.19,0.09,-0.09,0,1,1.65768,0.0732965,-0.0732965,0,1,2021/6/23 15:18,2024/9/10 10:08,224.062587,269.062587,3.692483614382303,25.61547544768064,22.190555084241076,39.49301004043684
3119,3120,3701.01,3701,266213232,266213232.0,1,PC,04h01m27.1s,60.362935,,,+49d15m54.9s,49.265249,,,1.666,0.049,-0.049,0.0,1.0,-10.599,0.041,-0.041,0.0,1.0,2459911.333,0.002419,-0.002419,0,1,4.2605739,0.0007174,-0.0007174,0,1,2.5821706,0.1712993,-0.1712993,0,1,20069.26663,1051.8398,-1051.8398,0,1,15.3220568,0.9476163,-0.9476163,0,1,359.3500241,,,,,1110.450411,,,,,13.4313,0.029,-0.029,0,1,514.526,7.0715,-7.0715,0,1,5457.0,122.0,-122.0,0,1,4.35,,,0,1,1.0759,,,0,1,2021/6/23 15:18,2024/9/10 10:08,224.637065,269.637065,3.1100792071595516,25.545965392065746,22.948119834481837,40.626203970246756
3126,3127,3708.01,3708,251652214,251652214.0,1,PC,03h04m37.31s,46.155455,,,+59d21m24.93s,59.356926,,,22.477,0.042,-0.042,0.0,1.0,-6.954,0.074,-0.074,0.0,1.0,2459902.982,0.000932,-0.000932,0,1,7.27299,8.8e-06,-8.8e-06,0,1,4.323,0.15,-0.15,0,1,13820.0,269.422,-269.422,0,1,13.3662,0.77572,-0.77572,0,1,178.298,,,,,1018.0,,,,,11.9786,0.006,-0.006,0,1,313.908,3.178,-3.178,0,1,5400.0,277.5,-277.5,0,1,4.3,0.09,-0.09,0,1,1.13,0.06,-0.06,0,1,2021/6/23 15:18,2024/8/22 10:08,238.84454499999998,283.844545,16.109669125260613,36.39776905332388,22.655269960028164,32.56186539161891
3127,3128,3709.01,3709,356322454,356322454.0,1,PC,04h31m10.88s,67.795335,,,+59d09m34.43s,59.159564,,,2.89,2.197,-2.197,0.0,1.0,-5.533,2.197,-2.197,0.0,1.0,2460288.729,0.003501,-0.003501,0,1,3.2509846,0.0006395,-0.0006395,0,1,2.2931885,0.1404641,-0.1404641,0,1,10852.36921,711.3822,-711.3822,0,1,,,,0,1,,,,,,,,,,,13.3033,0.009,-0.009,0,1,,,,0,1,,,,0,1,,,,0,1,,,,0,1,2021/6/23 15:18,2024/9/8 10:08,217.204665,262.204665,9.090811193912693,25.817978739084545,15.154563959788987,29.240719643340285
3142,3143,3722.01,3722,346015394,346015394.0,1,PC,03h21m17.96s,50.324844,,,+63d43m57.08s,63.732522,,,,,,,,,,,,,2459910.394,0.001115,-0.001115,0,1,1.0788649,7.4e-05,-7.4e-05,0,1,1.9801943,0.0785007,-0.0785007,0,1,32197.09162,864.46094,-864.46094,0,1,18.4561494,0.5065747,-0.5065747,0,1,2357.218975,,,,,1777.132183,,,,,13.186,0.018,-0.018,0,1,783.568,,,0,1,4920.0,66.1,-66.1,0,1,,,,0,1,1.31,0.03,-0.03,0,1,2021/6/23 15:18,2024/9/7 10:08,234.67515600000002,279.675156,17.74198708375303,35.118854428244155,18.551896092677804,27.31644334699291
3156,3157,3735.01,3735,317252733,317252733.0,1,PC,03h42m21.63s,55.590143,,,+58d17m43.2s,58.295332,,,-7.014,0.039,-0.039,0.0,1.0,-10.691,0.041,-0.041,0.0,1.0,2459912.078,0.000768,-0.000768,0,1,3.3526843,0.0001661,-0.0001661,0,1,3.9579058,0.0501667,-0.0501667,0,1,11429.07389,160.2925,-160.2925,0,1,11.1102207,1.1268069,-1.1268069,0,1,643.2144362,,,,,1284.424838,,,,,11.3032,0.006,-0.006,0,1,278.597,2.086,-2.086,0,1,6245.0,106.5,-106.5,0,1,4.51,0.11,-0.11,0,1,1.0157599,0.102229,-0.102229,0,1,2021/6/23 15:18,2024/9/23 12:03,229.409857,274.409857,11.99813859241133,31.404849531795758,20.106094675813516,32.50058014139348
3173,3174,3750.01,3750,468777766,468777766.0,1,PC,05h05m41.71s,76.423773,,,+67d49m13.14s,67.820318,,,8.267,0.023,-0.023,0.0,1.0,-20.118,0.034,-0.034,0.0,1.0,2458826.426,0.001625,-0.001625,0,1,12.4844641,0.0014759,-0.0014759,0,1,2.827,0.499,-0.499,0,1,17130.0,21.3373,-21.3373,0,1,8.49489,0.407563,-0.407563,0,1,7.652,,,,,463.0,,,,,12.9865,0.007,-0.007,0,1,156.504,0.568,-0.568,0,1,3815.0,157.0,-157.0,0,1,4.63,0.01,-0.01,0,1,0.63,0.02,-0.02,0,1,2021/6/23 15:18,2024/8/22 10:08,208.57622700000002,253.57622700000002,15.044278751772682,26.340194667610454,8.8620724342687,19.892142243552385
3181,3182,3758.01,3758,280254984,280254984.0,1,PC,02h45m17.67s,41.323613,,,+69d06m22.53s,69.106259,,,0.371,0.02,-0.02,0.0,1.0,-6.774,0.027,-0.027,0.0,1.0,2459736.687,0.00171,-0.00171,0,1,3.4177514,7.1e-06,-7.1e-06,0,1,3.415,0.155,-0.155,0,1,10160.0,2.47595,-2.47595,0,1,15.3577,0.790461,-0.790461,0,1,734.21,,,,,1450.0,,,,,12.5489,0.015,-0.015,0,1,477.787,4.2165,-4.2165,0,1,5868.0,158.2,-158.2,0,1,4.1,0.08,-0.08,0,1,1.52,0.07,-0.07,0,1,2021/6/23 15:18,2024/8/22 10:08,243.676387,288.676387,23.973476314723765,39.006573712036484,17.00862285458171,21.578187499664587
3185,3186,3761.01,3761,275703182,275703182.0,1,PC,03h14m40.79s,48.669955,,,+66d55m14.79s,66.920775,,,17.163,0.018,-0.018,0.0,1.0,-26.454,0.027,-0.027,0.0,1.0,2458812.228,0.001031,-0.001031,0,1,25.8944827,0.0005207,-0.0005207,0,1,2.136,0.162,-0.162,0,1,27610.0,1634.3,-1634.3,0,1,17.6301,3.59975,-3.59975,0,1,2.69966,,,,,357.0,,,,,12.8508,0.006,-0.006,0,1,215.482,0.7835,-0.7835,0,1,4375.0,121.1,-121.1,0,1,4.53,0.1,-0.1,0,1,0.74,0.06,-0.06,0,1,2021/6/23 15:18,2024/8/22 10:08,236.33004499999998,281.330045,20.465494722834855,36.21060217844313,16.9245583180334,23.932545133245412
3189,3190,3765.01,3765,432078760,432078760.0,1,PC,03h50m02.83s,57.511805,,,+46d40m51.75s,46.681042,,,0.96,0.07,-0.07,0.0,1.0,-0.742,0.05,-0.05,0.0,1.0,2459913.048,0.000802,-0.000802,0,1,3.1479532,0.0001924,-0.0001924,0,1,3.3502554,0.0579899,-0.0579899,0,1,10550.59088,179.83112,-179.83112,0,1,17.745577,0.7244649,-0.7244649,0,1,2765.48372,,,,,1849.53488,,,,,11.7734,0.025,-0.025,0,1,620.461,12.775,-12.775,0,1,7298.0,220.4,-220.4,0,1,4.23,0.08,-0.08,0,1,1.63943,0.0635301,-0.0635301,0,1,2021/6/23 15:18,2024/9/10 10:08,227.488195,272.488195,2.1516775237748123,26.212459605116116,25.671221905264858,44.12430043605337
3191,3192,3767.01,3767,274545328,274545328.0,1,PC,04h37m57.15s,69.488129,,,+52d42m58.43s,52.71623,,,1.887,0.047,-0.047,0.0,1.0,-3.2,0.037,-0.037,0.0,1.0,2460287.763,0.003825,-0.003825,0,1,2.3907751,0.0005889,-0.0005889,0,1,4.1827898,0.2536177,-0.2536177,0,1,10809.34256,1078.2849,-1078.2849,0,1,21.8606641,1.8332431,-1.8332431,0,1,2835.627501,,,,,1861.152862,,,,,13.4784,0.043,-0.043,0,1,760.803,23.4885,-23.4885,0,1,5382.0,123.0,-123.0,0,1,3.76,,,0,1,2.0989001,,,0,1,2021/6/23 15:18,2024/9/7 10:08,215.51187099999999,260.511871,3.006490155362772,21.997496262761587,17.14041227319764,34.616267468521045
3206,3207,3780.01,3780,468832904,468832904.0,1,PC,06h10m26.33s,92.609716,,,+71d24m43.68s,71.412134,,,-1.718,0.023,-0.023,0.0,1.0,-1.962,0.03,-0.03,0.0,1.0,2459391.613,0.000241,-0.000241,0,1,1.4005308,1.4e-06,-1.4e-06,0,1,2.1755276,0.0323507,-0.0323507,0,1,21518.39691,250.57712,-250.57712,0,1,15.9952422,0.1790155,-0.1790155,0,1,1816.673837,,,,,1665.094898,,,,,13.4718,0.009,-0.009,0,1,610.587,7.5935,-7.5935,0,1,5765.0,122.0,-122.0,0,1,4.4,,,0,1,1.06059,,,0,1,2021/6/23 15:20,2024/9/8 10:08,192.390284,237.390284,16.775729481388925,23.762081045804326,3.3575191138421467,14.110929968725092
3232,3233,3804.01,3804,312991501,312991501.0,1,PC,08h58m37.28s,134.655352,,,+74d27m33.06s,74.459183,,,-4.858,0.038,-0.038,0.0,1.0,-1.266,0.042,-0.042,0.0,1.0,2460313.036,0.001033,-0.001033,0,1,3.2905683,1.9e-05,-1.9e-05,0,1,2.7899266,0.0795348,-0.0795348,0,1,18079.62264,425.41132,-425.41132,0,1,14.6087971,0.3460885,-0.3460885,0,1,560.3316578,,,,,1240.883585,,,,,13.1225,0.007,-0.007,0,1,601.602,9.9105,-9.9105,0,1,5689.0,122.0,-122.0,0,1,4.39,,,0,1,1.06203,,,0,1,2021/6/23 15:20,2024/9/10 10:08,150.344648,195.344648,21.21583092926282,19.935316066480734,353.28823790322855,3.5452773215431503
3278,3279,3846.01,3846,149918151,149918151.0,1,KP,10h42m59.54s,160.748095,,,+60d57m50.83s,60.964119,,,-23.741,0.024,-0.024,0.0,1.0,-21.274,0.031,-0.031,0.0,1.0,2459632.943,0.000261,-0.000261,0,1,1.540776,7e-07,-7e-07,0,1,1.705,0.026,-0.026,0,1,27310.0,1.09942,-1.09942,0,1,13.3674,1.1963,-1.1963,0,1,210.669,,,,,1061.0,,,,,12.9178,0.006,-0.006,0,1,213.771,0.837,-0.837,0,1,4234.0,120.1,-120.1,0,1,4.49,0.1,-0.1,0,1,0.77,0.07,-0.07,0,1,2021/6/23 15:20,2024/8/22 10:08,124.251905,169.251905,16.123895461636405,6.3660785593555085,339.36931584415555,355.7155815377939
3280,3281,3848.01,3848,147994863,147994863.0,1,PC,11h22m45.52s,170.68965,,,+70d49m56.19s,70.832276,,,-16.029,0.029,-0.029,0.0,1.0,1.668,0.029,-0.029,0.0,1.0,2459592.008,0.002327,-0.002327,0,1,15.9544918,6.84e-05,-6.84e-05,0,1,3.742,0.41,-0.41,0,1,12480.0,12.2575,-12.2575,0,1,9.88117,,,0,1,19.3942,,,,,584.0,,,,,13.3104,0.007,-0.007,0,1,362.075,2.3445,-2.3445,0,1,4798.0,122.0,-122.0,0,1,4.51,,,0,1,0.82,,,0,1,2021/6/23 15:20,2024/8/22 10:08,114.31035,159.31035,25.53451188489267,16.86800141453554,343.9372102881048,354.2875066211203
3281,3282,3849.01,3849,147890655,147890655.0,1,PC,09h28m20.87s,142.086945,,,+66d57m00.56s,66.950156,,,-0.126,0.023,-0.023,0.0,1.0,-26.746,0.036,-0.036,0.0,1.0,2459938.035,0.000731,-0.000731,0,1,1.2220437,9e-07,-9e-07,0,1,1.871,0.063,-0.063,0,1,20110.0,1.29855,-1.29855,0,1,14.8723,,,0,1,973.648,,,,,1556.0,,,,,13.2705,0.007,-0.007,0,1,489.128,4.6715,-4.6715,0,1,5196.0,122.0,-122.0,0,1,4.38,,,0,1,1.0,,,0,1,2021/6/23 15:20,2024/8/22 10:08,142.913055,187.913055,15.779520981066902,12.129066797463802,348.28761210691874,2.589787065211879
3283,3284,3850.01,3850,143008050,143008050.0,1,PC,12h10m50.27s,182.709445,,,+66d57m07.77s,66.952158,,,-10.237,0.035,-0.035,0.0,1.0,-0.643,0.032,-0.032,0.0,1.0,2459614.178,0.001783,-0.001783,0,1,14.4832964,5.41e-05,-5.41e-05,0,1,4.696,0.355,-0.355,0,1,10870.0,209.713,-209.713,0,1,13.2087,1.72858,-1.72858,0,1,232.655,,,,,1088.0,,,,,12.4645,0.006,-0.006,0,1,474.448,5.3275,-5.3275,0,1,6039.0,125.5,-125.5,0,1,4.47,0.08,-0.08,0,1,1.02,0.05,-0.05,0,1,2021/6/23 15:20,2024/8/22 10:08,102.29055500000001,147.290555,27.35651701897565,14.948490178601013,338.6485363165277,349.58363100981506
3285,3286,3852.01,3852,142635225,142635225.0,1,PC,11h27m09.53s,171.789723,,,+74d27m55.26s,74.465349,,,-23.455,0.033,-0.033,0.0,1.0,-7.196,0.027,-0.027,0.0,1.0,2459945.477,0.00144,-0.00144,0,1,16.1020097,3.23e-05,-3.23e-05,0,1,3.871,0.133,-0.133,0,1,22600.0,5.39687,-5.39687,0,1,13.9974,,,0,1,42.3341,,,,,710.0,,,,,13.191,0.007,-0.007,0,1,578.344,6.139,-6.139,0,1,6010.0,122.0,-122.0,0,1,4.56,,,0,1,0.92,,,0,1,2021/6/23 15:21,2024/8/22 10:08,113.21027699999999,158.210277,27.78540732805258,20.42074140114568,346.6519012274815,355.00557819044604
3287,3288,3854.01,3854,142562395,142562395.0,1,PC,11h01m05.62s,165.273412,,,+73d04m05.64s,73.068232,,,-3.166,0.035,-0.035,0.0,1.0,-0.709,0.03,-0.03,0.0,1.0,2459940.224,0.002337,-0.002337,0,1,3.2693612,5.2e-06,-5.2e-06,0,1,2.029,0.165,-0.165,0,1,10790.0,5.7045,-5.7045,0,1,9.96136,,,0,1,281.839,,,,,1141.0,,,,,13.2278,0.007,-0.007,0,1,559.867,5.9005,-5.9005,0,1,5814.0,122.0,-122.0,0,1,4.52,,,0,1,0.93,,,0,1,2021/6/23 15:21,2024/8/22 10:08,119.72658799999999,164.726588,25.494123735390087,18.57679861022076,346.55333824671294,356.1945032252128
3294,3295,3860.01,3860,416542079,416542079.0,1,PC,12h34m56.81s,188.736692,,,+49d59m41.49s,49.994859,,,1.853,0.023,-0.023,0.0,1.0,5.327,0.029,-0.029,0.0,1.0,2459661.296,0.001463,-0.001463,0,1,3.0012386,6.7e-06,-6.7e-06,0,1,3.164,0.218,-0.218,0,1,13660.0,6.77102,-6.77102,0,1,14.4673,,,0,1,1099.61,,,,,1604.0,,,,,13.3887,0.007,-0.007,0,1,926.538,16.374,-16.374,0,1,6331.0,122.0,-122.0,0,1,4.37,,,0,1,1.21,,,0,1,2021/6/23 15:22,2024/8/22 10:08,96.263308,141.263308,22.451509338076384,1.6383390889390266,321.90422991635853,340.1963545846302
3301,3302,3867.01,3867,320208949,320208949.0,1,PC,12h54m37.27s,193.655288,,,+47d03m58.47s,47.066242,,,-30.226,0.02,-0.02,0.0,1.0,-8.145,0.02,-0.02,0.0,1.0,2459653.142,0.001691,-0.001691,0,1,5.7310859,1.28e-05,-1.28e-05,0,1,1.693,0.266,-0.266,0,1,10870.0,10.2019,-10.2019,0,1,11.8502,0.915913,-0.915913,0,1,60.3278,,,,,776.0,,,,,12.7251,0.007,-0.007,0,1,488.695,3.573,-3.573,0,1,5552.1,173.2,-173.2,0,1,4.37,0.1,-0.1,0,1,1.07,0.08,-0.08,0,1,2021/6/23 15:22,2024/8/22 10:08,91.34471199999999,136.344712,24.006804228316625,0.9308948310902224,317.50736602357193,336.41842925771664
3311,3312,3876.01,3876,150388393,150388393.0,1,PC,12h55m35.68s,193.898669,,,+57d08m27.65s,57.141015,,,-36.424,0.023,-0.023,0.0,1.0,-0.33,0.02,-0.02,0.0,1.0,2459659.911,0.000751,-0.000751,0,1,6.5846694,1.03e-05,-1.03e-05,0,1,2.572,0.199,-0.199,0,1,22460.0,11.9318,-11.9318,0,1,14.5999,0.802001,-0.802001,0,1,107.766,,,,,897.0,,,,,12.76,0.007,-0.007,0,1,493.754,3.525,-3.525,0,1,5852.0,128.4,-128.4,0,1,4.49,0.08,-0.08,0,1,0.97,0.05,-0.05,0,1,2021/6/23 15:22,2024/8/22 10:08,91.10133099999999,136.101331,28.246538243842352,9.297047414106396,327.3714415342853,341.33579716793577
3319,3320,3883.01,3883,99330090,99330090.01,1,FP,12h39m18.95s,189.828966,,,+59d42m12.55s,59.703485,,,-14.752,0.04,-0.04,0.0,1.0,3.149,0.034,-0.034,0.0,1.0,2459443.719,0.00043,-0.00043,0,1,7.0080817,5.9e-06,-5.9e-06,0,1,3.179,0.052,-0.052,0,1,14900.0,0.846507,-0.846507,0,1,13.1807,0.56908,-0.56908,0,1,189.492,,,,,1033.0,,,,,11.1693,0.007,-0.007,0,1,295.431,1.838,-1.838,0,1,6307.0,121.6,-121.6,0,1,4.48,0.09,-0.09,0,1,1.06,0.05,-0.05,0,1,2021/6/23 15:22,2024/8/22 10:08,95.17103399999999,140.171034,27.257857644473965,10.246756288667093,330.6988481487968,344.10523078829056
3321,3322,3885.01,3885,55748194,55748194.01,1,FA,12h01m02.15s,180.258942,,,+55d50m46.34s,55.846206,,,-22.179,2.349,-2.349,0.0,1.0,-37.628,2.349,-2.349,0.0,1.0,2458923.581,0.000369,-0.000369,0,1,2.5227786,7.2e-06,-7.2e-06,0,1,2.177,0.114,-0.114,0,1,18880.0,2.9995,-2.9995,0,1,10.9418,0.967064,-0.967064,0,1,344.846,,,,,1200.0,,,,,12.293,0.019,-0.019,0,1,,,,0,1,5268.7,42.0,-42.0,0,1,,,,0,1,0.78,0.07,-0.07,0,1,2021/6/23 15:22,2024/8/22 10:08,104.74105800000001,149.741058,20.955055131604386,4.4405552722566135,329.65788127323276,346.37424346426985
3325,3326,3889.01,3889,950525831,950525831.0,1,PC,12h01m02.14s,180.258934,,,+55d50m46.32s,55.846201,,,-28.883,0.037,-0.037,0.0,1.0,-36.671,0.039,-0.039,0.0,1.0,2459635.026,0.000288,-0.000288,0,1,2.5228506,1.1e-06,-1.1e-06,0,1,2.15,0.04,-0.04,0,1,21300.0,0.573301,-0.573301,0,1,12.9082,0.775932,-0.775932,0,1,307.773,,,,,1166.0,,,,,12.4244,0.007,-0.007,0,1,301.63,2.2145,-2.2145,0,1,5294.0,119.8,-119.8,0,1,4.56,0.08,-0.08,0,1,0.84,0.05,-0.05,0,1,2021/6/23 15:22,2024/8/22 10:08,104.74106599999999,149.741066,20.95504867401331,4.440548861415806,329.65787943440034,346.37424516758614
3339,3340,3901.01,3901,357373216,357373216.0,1,PC,14h33m20.77s,218.336542,,,+52d23m09.5s,52.385972,,,14.751,0.027,-0.027,0.0,1.0,-25.029,0.03,-0.03,0.0,1.0,2459681.957,0.001466,-0.001466,0,1,9.546972,2.18e-05,-2.18e-05,0,1,2.112,0.174,-0.174,0,1,17300.0,15.7849,-15.7849,0,1,12.4743,,,0,1,33.8682,,,,,672.0,,,,,13.3215,0.007,-0.007,0,1,593.676,5.9975,-5.9975,0,1,5834.0,122.0,-122.0,0,1,4.54,,,0,1,0.91,,,0,1,2021/6/23 15:22,2024/8/22 10:08,66.66345799999999,111.66345799999999,40.72301892499548,15.651800056453709,318.02059116398505,329.1566877383409
3349,3350,3910.01,3910,158617175,158617175.0,1,PC,14h54m26.28s,223.609501,,,+59d06m07.16s,59.101988,,,-81.615,0.042,-0.042,0.0,1.0,21.755,0.04,-0.04,0.0,1.0,2459686.227,0.000325,-0.000325,0,1,5.7158895,2.9e-06,-2.9e-06,0,1,2.437,0.063,-0.063,0,1,22050.0,2.50481,-2.50481,0,1,12.3206,0.743769,-0.743769,0,1,76.4949,,,,,823.0,,,,,12.0581,0.007,-0.007,0,1,245.248,1.3605,-1.3605,0,1,5224.0,126.5,-126.5,0,1,4.56,0.09,-0.09,0,1,0.82,0.05,-0.05,0,1,2021/6/23 15:22,2024/8/22 10:08,61.390499000000005,106.390499,43.915451190516364,21.93025744940427,326.68511694112374,332.82346385955253
3369,3370,3929.01,3929,422554579,422554579.0,1,PC,23h05m53.99s,346.474955,,,+67d11m18.49s,67.188469,,,-9.573,0.03,-0.03,0.0,1.0,-0.703,0.026,-0.026,0.0,1.0,2459909.656,0.000917,-0.000917,0,1,3.4608812,4.3e-06,-4.3e-06,0,1,3.608,0.11,-0.11,0,1,16514.0,355.671,-355.671,0,1,19.0253,,,0,1,672.096,,,,,1418.0,,,,,13.2363,0.048,-0.048,0,1,684.911,8.1175,-8.1175,0,1,5695.0,122.0,-122.0,0,1,4.08,,,0,1,1.52,,,0,1,2021/6/23 15:24,2024/8/22 10:08,-61.47495500000002,-16.474955000000023,42.872972490784534,56.43524623576872,23.268601756157654,9.4376530507986
3380,3381,3939.01,3939,366115856,366115856.0,1,PC,23h46m50.01s,356.708389,,,+66d51m38.9s,66.860805,,,13.19,0.029,-0.029,0.0,1.0,-5.307,0.029,-0.029,0.0,1.0,2459908.695,0.000456,-0.000456,0,1,2.3466472,1.5e-06,-1.5e-06,0,1,1.957,0.067,-0.067,0,1,25278.0,715.834,-715.834,0,1,12.2268,,,0,1,153.353,,,,,980.0,,,,,13.2129,0.006,-0.006,0,1,262.301,1.224,-1.224,0,1,4477.0,122.0,-122.0,0,1,4.53,,,0,1,0.75,,,0,1,2021/6/23 15:24,2024/8/22 10:08,-71.70838900000001,-26.70838900000001,38.93681739820061,54.586190052754006,24.123186501902392,14.689089270011785
